Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
1004539,1.66,20.16,1003.19,39.22,84.12,Safe
1006557,1.66,20.16,1003.19,39.22,84.12,Safe
1008575,1.66,20.16,1003.18,39.25,84.14,Safe
1010593,1.66,20.16,1003.18,39.24,84.15,Safe
1012613,1.66,20.16,1003.18,39.24,84.15,Safe
1014631,1.66,20.16,1003.19,39.22,84.12,Safe
1016649,1.66,20.16,1003.19,39.22,84.11,Safe
1018667,1.66,20.16,1003.19,39.25,84.08,Safe
1020685,1.66,20.16,1003.20,39.25,84.05,Safe
1022703,1.66,20.16,1003.19,39.26,84.08,Safe
1024721,1.66,20.16,1003.19,39.25,84.11,Safe
1026739,1.66,20.16,1003.19,39.27,84.09,Safe
1028757,1.66,20.16,1003.19,39.26,84.07,Safe
1030775,1.66,20.16,1003.19,39.26,84.09,Safe
1032793,1.66,20.16,1003.19,39.25,84.07,Safe
1034813,1.66,20.16,1003.19,39.24,84.06,Safe
1036831,1.66,20.16,1003.20,39.24,84.04,Safe
1038849,1.66,20.16,1003.20,39.22,84.04,Safe
1040867,1.66,20.16,1003.19,39.25,84.06,Safe
1042885,1.66,20.16,1003.19,39.26,84.06,Safe
1044903,1.66,20.15,1003.19,39.25,84.09,Safe
1046921,1.66,20.15,1003.19,39.25,84.12,Safe
1048939,1.66,20.15,1003.19,39.25,84.14,Safe
1050957,1.66,20.15,1003.19,39.25,84.14,Safe
1052975,1.66,20.15,1003.18,39.22,84.19,Safe
1054993,1.66,20.15,1003.18,39.25,84.16,Safe
1057011,1.66,20.15,1003.18,39.24,84.17,Safe
1059031,1.66,20.15,1003.18,39.24,84.16,Safe
1061049,1.66,20.15,1003.19,39.22,84.13,Safe
1063067,1.66,20.15,1003.19,39.24,84.10,Safe
1065085,1.66,20.15,1003.19,39.24,84.11,Safe
1067103,1.66,20.15,1003.18,39.24,84.14,Safe
1069121,1.66,20.15,1003.18,39.21,84.18,Safe
1071139,1.66,20.15,1003.17,39.20,84.22,Safe
1073157,1.66,20.15,1003.17,39.21,84.26,Safe
1075175,1.66,20.15,1003.17,39.19,84.24,Safe
1077193,1.66,20.15,1003.17,39.19,84.22,Safe
1079211,1.66,20.15,1003.17,39.22,84.22,Safe
1081231,1.66,20.15,1003.18,39.20,84.21,Safe
1083249,1.66,20.15,1003.18,39.21,84.19,Safe
1085267,1.66,20.15,1003.18,39.21,84.21,Safe
1087285,1.66,20.15,1003.18,39.20,84.21,Safe
1089303,1.66,20.15,1003.18,39.21,84.19,Safe
1091321,1.66,20.15,1003.18,39.20,84.18,Safe
1093339,1.66,20.15,1003.18,39.20,84.18,Safe
1095357,1.66,20.15,1003.18,39.19,84.19,Safe
1097375,1.66,20.15,1003.18,39.20,84.21,Safe
1099393,1.66,20.15,1003.18,39.21,84.16,Safe
1101411,1.66,20.15,1003.18,39.19,84.15,Safe
1103429,1.66,20.15,1003.18,39.20,84.15,Safe
1105449,1.66,20.15,1003.19,39.20,84.11,Safe
1107467,1.66,20.15,1003.19,39.20,84.13,Safe
1109485,1.66,20.15,1003.19,39.21,84.11,Safe
1111503,1.66,20.15,1003.18,39.20,84.14,Safe
1113521,1.66,20.15,1003.19,39.20,84.13,Safe
1115539,1.66,20.15,1003.18,39.19,84.14,Safe
1117557,1.66,20.15,1003.18,39.19,84.14,Safe
1119575,1.66,20.15,1003.18,39.19,84.14,Safe
1121593,1.66,20.15,1003.18,39.20,84.14,Safe
1123611,1.66,20.15,1003.18,39.19,84.17,Safe
1125629,1.66,20.15,1003.18,39.19,84.19,Safe
1127655,1.66,20.15,1003.18,39.18,84.17,Safe
1129673,1.66,20.14,1003.18,39.16,84.19,Safe
1131691,1.66,20.15,1003.18,39.16,84.16,Safe
1133709,1.66,20.15,1003.18,39.16,84.14,Safe
1135727,1.66,20.15,1003.18,39.15,84.14,Safe
1137745,1.66,20.15,1003.18,39.15,84.14,Safe
1139763,1.66,20.15,1003.19,39.15,84.13,Safe
1141781,1.66,20.15,1003.18,39.16,84.14,Safe
1143799,1.66,20.15,1003.18,39.16,84.16,Safe
1145817,1.66,20.14,1003.18,39.15,84.18,Safe
1147835,1.66,20.14,1003.18,39.15,84.16,Safe
1149855,1.66,20.14,1003.19,39.15,84.14,Safe
1151873,1.66,20.14,1003.18,39.14,84.15,Safe
1153891,1.66,20.14,1003.18,39.15,84.20,Safe
1155909,1.66,20.14,1003.18,39.15,84.20,Safe
1157927,1.66,20.14,1003.18,39.15,84.21,Safe
1159945,1.66,20.14,1003.18,39.14,84.18,Safe
1161963,1.66,20.14,1003.18,39.14,84.20,Safe
1163981,1.66,20.14,1003.18,39.15,84.17,Safe
1165999,1.66,20.14,1003.18,39.14,84.15,Safe
1168017,1.66,20.14,1003.18,39.15,84.18,Safe
1170035,1.66,20.14,1003.17,39.17,84.24,Safe
1172053,1.66,20.14,1003.17,39.16,84.27,Safe
1174073,1.66,20.14,1003.17,39.17,84.28,Safe
1176091,1.66,20.14,1003.17,39.17,84.27,Safe
1178109,1.66,20.14,1003.16,39.17,84.31,Safe
1180127,1.66,20.14,1003.17,39.14,84.27,Safe
1182145,1.66,20.14,1003.17,39.16,84.27,Safe
1184163,1.66,20.14,1003.17,39.15,84.28,Safe
1186181,1.66,20.14,1003.16,39.16,84.33,Safe
1188199,1.66,20.14,1003.16,39.16,84.36,Safe
1190217,1.66,20.14,1003.16,39.16,84.38,Safe
1192235,1.66,20.14,1003.16,39.14,84.35,Safe
1194253,1.66,20.14,1003.16,39.16,84.36,Safe
1196273,1.66,20.14,1003.16,39.15,84.35,Safe
1198291,1.66,20.14,1003.15,39.15,84.41,Safe
1200309,1.66,20.14,1003.15,39.15,84.41,Safe
1202327,1.66,20.13,1003.15,39.15,84.43,Safe
1204345,1.66,20.14,1003.15,39.15,84.40,Safe
1206363,1.66,20.14,1003.15,39.14,84.41,Safe
1208381,1.66,20.14,1003.16,39.15,84.38,Safe
1210399,1.66,20.14,1003.16,39.15,84.38,Safe
1212417,1.66,20.14,1003.16,39.14,84.37,Safe
1214435,1.66,20.14,1003.16,39.13,84.35,Safe
1216453,1.66,20.14,1003.16,39.13,84.35,Safe
1218473,1.66,20.14,1003.16,39.13,84.37,Safe
1220491,1.66,20.13,1003.15,39.09,84.40,Safe
1222509,1.66,20.13,1003.15,39.10,84.42,Safe
1224527,1.66,20.14,1003.16,39.09,84.38,Safe
1226545,1.66,20.14,1003.15,39.10,84.40,Safe
1228563,1.66,20.14,1003.16,39.11,84.38,Safe
1230581,1.66,20.14,1003.16,39.10,84.38,Safe
1232599,1.66,20.13,1003.16,39.11,84.38,Safe
1234617,1.66,20.13,1003.16,39.10,84.36,Safe
1236635,1.66,20.13,1003.16,39.09,84.35,Safe
1238653,1.66,20.13,1003.16,39.08,84.32,Safe
1240671,1.66,20.13,1003.16,39.08,84.31,Safe
1242712,1.66,20.13,1003.16,39.09,84.31,Safe
1244730,1.66,20.13,1003.17,39.09,84.29,Safe
1246748,1.66,20.13,1003.16,39.23,84.33,Safe
1248766,2.09,20.14,1003.16,40.80,84.33,Safe
1250784,2.32,20.14,1003.16,40.27,84.33,Safe
1252802,1.98,20.15,1003.17,40.31,84.28,Safe
1254820,1.87,20.16,1003.17,40.25,84.27,Safe
1256838,1.87,20.16,1003.17,40.13,84.27,Safe
1258856,1.77,20.17,1003.17,40.51,84.27,Safe
1260874,1.77,20.17,1003.17,40.23,84.28,Safe
1262892,1.98,20.18,1003.17,39.91,84.30,Safe
Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
3158,4.14,18.81,997.06,54.47,135.68,Safe
5178,4.14,18.86,997.06,54.51,135.68,Safe
7198,3.99,18.85,997.07,54.51,135.63,Safe
9247,3.99,18.85,997.07,54.50,135.60,Safe
11267,3.99,18.84,997.06,54.49,135.65,Safe
13287,3.85,18.84,997.07,54.52,135.62,Safe
15307,3.85,18.84,997.07,54.59,135.60,Safe
17327,3.85,18.83,997.07,54.57,135.61,Safe
19347,3.85,18.83,997.07,54.62,135.60,Safe
21367,3.85,18.83,997.07,54.68,135.62,Safe
23389,3.71,18.83,997.06,54.73,135.67,Safe
25409,3.71,18.82,997.06,54.79,135.71,Safe
27429,3.71,18.82,997.05,54.75,135.72,Safe
29449,3.71,18.82,997.05,54.70,135.74,Safe
31469,3.58,18.81,997.05,54.69,135.75,Safe
33489,3.58,18.81,997.05,54.65,135.76,Safe
35509,3.58,18.81,997.05,54.62,135.75,Safe
37529,3.58,18.80,997.05,54.63,135.77,Safe
39549,3.58,18.80,997.05,54.63,135.80,Safe
41569,3.58,18.80,997.04,54.64,135.82,Safe
43589,3.58,18.79,997.04,54.61,135.82,Safe
45609,3.58,18.79,997.04,54.67,135.87,Safe
47638,3.58,18.78,997.03,54.70,135.92,Safe
49658,3.44,18.78,997.03,54.71,135.94,Safe
51678,3.44,18.78,997.02,54.72,136.00,Safe
53698,3.44,18.77,997.02,54.73,135.99,Safe
55718,3.44,18.77,997.02,54.77,136.04,Safe
57738,3.44,18.77,997.01,54.73,136.08,Safe
59758,3.44,18.76,997.01,54.71,136.06,Safe
61778,3.44,18.76,997.02,54.71,136.04,Safe
63798,3.31,18.76,997.01,54.71,136.09,Safe
65818,3.44,18.75,997.01,54.74,136.09,Safe
67838,3.31,18.75,997.00,54.78,136.15,Safe
69858,3.31,18.74,997.00,54.85,136.17,Safe
71880,3.31,18.74,997.00,54.88,136.18,Safe
73900,3.31,18.74,997.00,54.91,136.18,Safe
75920,3.31,18.73,997.00,54.97,136.22,Safe
77940,3.31,18.73,997.00,55.00,136.21,Safe
79960,3.31,18.73,996.99,55.05,136.23,Safe
81980,3.31,18.72,996.99,55.04,136.24,Safe
84000,3.31,18.72,996.99,54.97,136.24,Safe
86020,3.31,18.72,996.99,54.89,136.27,Safe
88040,3.31,18.71,996.99,54.86,136.23,Safe
90060,3.31,18.71,996.99,54.87,136.25,Safe
92080,3.31,18.71,996.99,54.89,136.22,Safe
94100,3.18,18.70,996.99,54.93,136.25,Safe
96122,3.31,18.70,996.99,54.96,136.26,Safe
98142,3.31,18.69,996.98,55.01,136.31,Safe
100162,3.31,18.69,996.98,55.05,136.33,Safe
102182,3.18,18.69,996.98,55.00,136.37,Safe
104202,3.18,18.68,996.97,55.01,136.42,Safe
106222,3.18,18.68,996.97,55.06,136.42,Safe
108242,3.18,18.67,996.97,55.14,136.43,Safe
110262,3.18,18.67,996.96,55.19,136.48,Safe
112282,3.18,18.66,996.96,55.25,136.48,Safe
114302,3.18,18.66,996.97,55.33,136.47,Safe
116322,3.18,18.65,996.96,55.46,136.50,Safe
118342,3.18,18.65,996.96,55.52,136.51,Safe
120364,3.18,18.64,996.96,55.55,136.54,Safe
122384,3.18,18.64,996.96,55.54,136.54,Safe
124404,3.18,18.63,996.95,55.42,136.57,Safe
126424,3.18,18.63,996.95,55.36,136.57,Safe
128444,3.18,18.62,996.95,55.33,136.57,Safe
130464,3.18,18.62,996.95,55.33,136.58,Safe
132484,3.18,18.61,996.95,55.41,136.58,Safe
134504,3.18,18.61,996.95,55.40,136.59,Safe
136524,3.18,18.60,996.95,55.37,136.64,Safe
138544,3.18,18.60,996.94,55.32,136.65,Safe
140564,3.05,18.59,996.94,55.30,136.66,Safe
142586,3.18,18.59,996.94,55.24,136.66,Safe
144606,3.18,18.58,996.95,55.20,136.64,Safe
146626,3.05,18.58,996.94,55.18,136.66,Safe
148646,3.05,18.57,996.94,55.23,136.66,Safe
150666,3.18,18.57,996.94,55.18,136.69,Safe
152686,3.05,18.56,996.94,55.17,136.70,Safe
154706,3.05,18.56,996.94,55.17,136.69,Safe
156726,3.05,18.56,996.94,55.24,136.71,Safe
158746,3.05,18.55,996.94,55.25,136.69,Safe
160766,3.05,18.55,996.94,55.31,136.72,Safe
162786,3.05,18.54,996.93,55.31,136.74,Safe
164806,3.05,18.54,996.93,55.30,136.74,Safe
166828,3.05,18.54,996.94,55.32,136.71,Safe
168848,3.05,18.53,996.94,55.32,136.71,Safe
170868,3.05,18.53,996.93,55.28,136.74,Safe
172888,3.05,18.53,996.94,55.39,136.71,Safe
174908,3.05,18.52,996.94,55.39,136.70,Safe
176928,3.05,18.52,996.94,55.33,136.68,Safe
178948,3.05,18.52,996.94,55.32,136.69,Safe
180968,3.05,18.52,996.94,55.28,136.68,Safe
182988,3.05,18.51,996.94,55.27,136.69,Safe
185008,3.05,18.51,996.95,55.28,136.61,Safe
187028,3.05,18.51,996.95,55.29,136.60,Safe
189048,3.05,18.51,996.95,55.33,136.62,Safe
191070,3.05,18.50,996.95,55.36,136.60,Safe
193090,3.05,18.50,996.95,55.41,136.61,Safe
195110,3.05,18.50,996.95,55.12,136.63,Safe
197130,3.05,18.49,996.95,54.83,136.64,Safe
199150,3.05,18.49,996.95,54.90,136.61,Safe
201170,3.05,18.49,996.95,55.07,136.57,Safe
203190,3.05,18.48,996.95,55.23,136.63,Safe
205210,3.05,18.48,996.95,55.33,136.62,Safe
207230,2.92,18.47,996.94,55.39,136.65,Safe
209250,3.05,18.47,996.95,55.38,136.61,Safe
211270,3.05,18.47,996.95,55.40,136.64,Safe
213292,3.05,18.46,996.95,55.42,136.62,Safe
215312,2.92,18.46,996.94,55.40,136.65,Safe
217332,3.05,18.45,996.95,55.37,136.61,Safe
219352,2.92,18.45,996.95,55.42,136.62,Safe
221372,3.05,18.45,996.95,55.43,136.57,Safe
223392,3.05,18.44,996.95,55.39,136.57,Safe
225412,2.92,18.44,996.96,55.40,136.55,Safe
227432,3.05,18.43,996.95,55.45,136.58,Safe
229452,2.92,18.43,996.95,55.46,136.57,Safe
231472,2.92,18.43,996.95,55.48,136.57,Safe
233492,3.05,18.42,996.96,55.63,136.52,Safe
235512,2.92,18.42,996.96,55.68,136.56,Safe
237541,2.92,18.42,996.96,55.76,136.55,Safe
239561,2.92,18.41,996.95,55.82,136.58,Safe
241581,2.92,18.41,996.96,55.93,136.56,Safe
243601,2.92,18.40,996.95,55.94,136.57,Safe
245621,2.92,18.40,996.95,55.88,136.56,Safe
247641,2.92,18.40,996.96,55.77,136.55,Safe
249661,2.92,18.40,996.96,55.67,136.54,Safe
251681,2.92,18.39,996.96,55.57,136.54,Safe
253737,2.92,18.39,996.96,55.56,136.53,Safe
255757,2.92,18.39,996.96,55.53,136.54,Safe
257777,2.92,18.39,996.96,55.48,136.50,Safe
259797,2.92,18.38,996.97,55.41,136.46,Safe
261819,2.92,18.38,996.97,55.42,136.45,Safe
263839,2.92,18.38,996.97,55.48,136.41,Safe
265859,2.92,18.38,996.97,55.54,136.44,Safe
267879,2.92,18.37,996.97,55.57,136.47,Safe
269899,2.92,18.37,996.96,55.57,136.49,Safe
271919,2.92,18.37,996.96,55.57,136.51,Safe
273939,2.92,18.37,996.96,55.55,136.50,Safe
275959,2.92,18.37,996.96,55.55,136.52,Safe
277979,2.92,18.36,996.96,55.31,136.54,Safe
279999,2.92,18.36,996.96,55.29,136.50,Safe
282019,2.92,18.36,996.96,55.01,136.50,Safe
284041,2.92,18.36,996.96,54.44,136.50,Safe
286061,2.92,18.36,996.97,54.23,136.46,Safe
288081,2.92,18.35,996.97,54.08,136.44,Safe
290101,2.92,18.35,996.97,54.28,136.42,Safe
292121,2.80,18.35,996.97,54.24,136.44,Safe
294141,2.92,18.35,996.97,54.21,136.44,Safe
296161,2.92,18.34,996.97,53.89,136.42,Safe
298181,2.92,18.34,996.97,53.87,136.41,Safe
300201,2.92,18.34,996.98,54.00,136.38,Safe
302221,2.92,18.34,996.97,53.93,136.45,Safe
304241,2.92,18.33,996.97,53.95,136.46,Safe
306261,2.92,18.33,996.97,54.10,136.47,Safe
308283,2.80,18.33,996.97,54.33,136.47,Safe
310303,2.92,18.33,996.96,54.58,136.49,Safe
312323,2.92,18.32,996.96,54.69,136.50,Safe
314343,2.92,18.32,996.96,54.86,136.49,Safe
316363,2.92,18.32,996.96,55.09,136.54,Safe
318383,2.80,18.32,996.96,55.23,136.53,Safe
320403,2.80,18.32,996.96,55.34,136.51,Safe
322423,2.80,18.32,996.96,55.43,136.52,Safe
324443,2.92,18.32,996.96,55.50,136.53,Safe
326463,2.80,18.31,996.95,55.57,136.57,Safe
328483,2.92,18.31,996.95,55.55,136.59,Safe
330505,2.92,18.31,996.95,55.53,136.63,Safe
332525,2.92,18.31,996.95,55.57,136.61,Safe
334545,2.80,18.31,996.94,55.52,136.64,Safe
336565,2.80,18.31,996.94,55.51,136.64,Safe
338585,2.80,18.30,996.94,55.54,136.65,Safe
340605,2.80,18.30,996.94,55.57,136.70,Safe
342625,2.80,18.30,996.94,55.56,136.67,Safe
344645,2.80,18.30,996.95,55.58,136.62,Safe
346665,2.80,18.30,996.95,55.61,136.62,Safe
348685,2.80,18.30,996.95,55.65,136.64,Safe
350705,2.80,18.30,996.95,55.68,136.59,Safe
352725,2.80,18.30,996.95,55.70,136.59,Safe
354747,2.80,18.30,996.95,55.73,136.59,Safe
356767,2.80,18.29,996.95,55.75,136.62,Safe
358787,3.05,18.29,996.95,55.87,136.62,Safe
360807,2.80,18.29,996.94,56.44,136.66,Safe
362827,3.58,18.29,996.93,56.03,136.80,Safe
364847,4.14,18.29,996.92,56.29,136.87,Safe
366867,3.99,18.29,996.91,56.24,136.93,Safe
368887,3.18,18.29,996.90,56.18,137.03,Safe
370907,7.78,18.29,996.88,56.58,137.16,Warning
372927,3.18,18.29,996.89,56.70,137.15,Safe
374947,8.15,18.29,996.90,56.09,137.03,Warning
376967,6.52,18.29,996.91,55.80,136.96,Warning
378989,6.18,18.29,996.91,55.47,136.92,Warning
381009,6.35,18.29,996.91,55.06,136.90,Warning
383029,6.01,18.29,996.92,54.99,136.83,Warning
385049,5.84,18.29,996.93,54.60,136.77,Warning
387069,6.01,18.29,996.94,54.25,136.70,Warning
389089,5.84,18.28,996.94,54.01,136.69,Warning
391109,5.84,18.28,996.94,53.84,136.66,Warning
393129,6.01,18.28,996.94,53.79,136.65,Warning
395149,6.01,18.28,996.94,53.70,136.65,Warning
397169,6.01,18.28,996.94,53.55,136.65,Warning
399191,6.01,18.27,996.95,53.45,136.63,Warning
401211,6.01,18.27,996.95,53.48,136.61,Warning
403231,6.01,18.27,996.95,53.51,136.62,Warning
405251,6.01,18.26,996.95,53.53,136.60,Warning
407271,6.01,18.26,996.95,53.56,136.60,Warning
409291,5.84,18.26,996.95,53.59,136.61,Warning
411311,6.01,18.26,996.95,53.79,136.62,Warning
413331,5.84,18.25,996.95,54.21,136.59,Warning
415351,5.84,18.25,996.95,54.39,136.59,Warning
417371,5.84,18.25,996.95,54.72,136.60,Warning
419391,5.84,18.25,996.95,54.89,136.59,Warning
421420,5.84,18.25,996.95,55.01,136.58,Warning
423440,5.84,18.25,996.95,55.15,136.61,Warning
425460,5.84,18.25,996.95,55.31,136.61,Warning
427480,5.84,18.25,996.95,55.45,136.60,Warning
429500,5.84,18.24,996.95,55.65,136.63,Warning
431520,5.84,18.24,996.95,55.50,136.62,Warning
433540,5.84,18.24,996.95,55.55,136.58,Warning
435560,5.84,18.24,996.95,55.53,136.57,Warning
437580,5.84,18.24,996.96,55.47,136.54,Warning
439600,5.84,18.24,996.96,55.43,136.54,Warning
441620,5.84,18.24,996.95,55.38,136.59,Warning
443642,5.68,18.24,996.95,55.39,136.63,Warning
445662,5.68,18.24,996.95,55.42,136.64,Warning
447682,5.68,18.23,996.94,55.63,136.66,Warning
449702,5.68,18.23,996.94,55.97,136.68,Warning
451722,5.68,18.23,996.95,55.96,136.64,Warning
453742,5.68,18.23,996.94,55.95,136.67,Warning
455762,5.68,18.23,996.95,55.93,136.63,Warning
457782,5.68,18.23,996.94,55.95,136.65,Warning
459802,5.68,18.23,996.94,55.91,136.66,Warning
461822,5.68,18.23,996.94,55.92,136.69,Warning
463842,5.68,18.23,996.94,55.93,136.68,Warning
465864,5.52,18.23,996.94,55.89,136.68,Warning
467884,5.68,18.23,996.94,55.87,136.66,Warning
469904,5.68,18.22,996.94,55.85,136.67,Warning
471924,5.68,18.22,996.94,55.85,136.66,Warning
473944,5.68,18.22,996.95,55.85,136.63,Warning
475964,5.68,18.22,996.94,55.95,136.65,Warning
477984,5.68,18.22,996.94,55.96,136.66,Warning
480004,5.52,18.22,996.94,55.92,136.67,Warning
482024,5.52,18.22,996.94,55.90,136.68,Warning
484044,5.52,18.22,996.94,55.74,136.69,Warning
486064,5.52,18.21,996.94,55.49,136.71,Warning
488086,5.52,18.21,996.94,55.39,136.70,Warning
490106,5.52,18.21,996.94,55.12,136.71,Warning
492126,5.52,18.21,996.94,54.41,136.69,Warning
494146,5.52,18.20,996.94,54.02,136.68,Warning
496166,5.52,18.20,996.94,53.98,136.66,Warning
498218,5.52,18.20,996.95,53.90,136.62,Warning
500238,5.52,18.20,996.95,53.73,136.60,Warning
502258,5.52,18.19,996.95,53.71,136.58,Warning
504278,5.52,18.19,996.96,53.63,136.53,Warning
506298,5.52,18.19,996.96,53.56,136.52,Warning
508318,5.52,18.18,996.96,53.56,136.48,Warning
510340,5.52,18.18,996.97,53.55,136.42,Warning
512360,5.52,18.18,996.98,53.91,136.36,Warning
514380,5.52,18.18,996.98,54.53,136.33,Warning
516400,5.52,18.18,996.99,54.83,136.29,Warning
518420,5.52,18.17,996.99,54.50,136.30,Warning
520440,5.52,18.17,996.99,54.57,136.29,Warning
522460,5.52,18.17,996.99,54.97,136.25,Warning
524480,5.52,18.17,996.99,55.23,136.24,Warning
526500,5.52,18.17,997.00,55.44,136.22,Warning
528520,5.52,18.17,996.99,55.56,136.23,Warning
530540,5.52,18.17,997.00,55.59,136.22,Warning
532562,5.52,18.16,996.99,55.73,136.22,Warning
534582,5.52,18.16,997.00,55.91,136.18,Warning
536602,5.52,18.16,997.00,55.96,136.20,Warning
538622,5.52,18.16,997.00,55.75,136.19,Warning
540642,5.52,18.16,997.00,55.71,136.18,Warning
542662,5.52,18.15,997.00,55.19,136.19,Warning
544682,5.52,18.15,997.00,54.68,136.16,Warning
546702,5.52,18.15,997.00,54.76,136.15,Warning
548722,5.52,18.15,997.00,54.61,136.17,Warning
550742,5.52,18.15,997.00,54.93,136.14,Warning
552762,5.52,18.15,997.00,55.43,136.16,Warning
554784,5.52,18.15,997.00,55.59,136.15,Warning
556804,5.52,18.14,997.00,55.62,136.17,Warning
558824,5.52,18.14,997.00,55.75,136.14,Warning
560844,5.52,18.14,997.00,55.86,136.16,Warning
562864,5.35,18.14,996.99,55.97,136.23,Warning
564884,5.52,18.13,996.99,55.97,136.24,Warning
566904,5.52,18.13,997.00,56.07,136.18,Warning
568924,5.52,18.13,997.00,56.08,136.14,Warning
570944,5.52,18.13,997.01,56.10,136.14,Warning
572964,5.52,18.13,997.01,56.14,136.11,Warning
574984,5.52,18.13,997.01,56.18,136.10,Warning
577006,5.52,18.13,997.01,56.23,136.07,Warning
579026,5.52,18.12,997.01,56.21,136.09,Warning
581046,5.52,18.12,997.02,56.19,136.05,Warning
583066,5.35,18.12,997.01,56.28,136.07,Warning
585086,5.35,18.12,997.02,56.31,136.02,Warning
587106,5.35,18.12,997.02,56.24,136.03,Warning
589126,5.35,18.12,997.02,56.26,136.02,Warning
591146,5.52,18.12,997.02,56.25,136.02,Warning
593166,5.35,18.12,997.02,56.25,136.01,Warning
595186,5.52,18.12,997.02,56.24,136.01,Warning
597206,5.52,18.11,997.02,56.20,136.03,Warning
599228,5.35,18.11,997.02,56.17,135.99,Warning
601248,5.52,18.11,997.02,56.17,136.00,Warning
603268,5.35,18.11,997.02,56.23,136.00,Warning
605288,5.52,18.11,997.02,56.23,135.97,Warning
607308,5.35,18.11,997.02,56.23,135.99,Warning
609328,5.52,18.11,997.02,56.28,136.01,Warning
611348,5.35,18.11,997.02,56.28,135.99,Warning
613368,5.35,18.10,997.02,56.26,136.03,Warning
615388,5.52,18.10,997.02,56.26,136.03,Warning
617408,5.35,18.10,997.02,56.32,136.03,Warning
619430,5.35,18.10,997.02,56.35,136.02,Warning
621450,5.35,18.10,997.02,56.41,136.04,Warning
623470,5.35,18.10,997.02,56.64,135.98,Warning
625490,5.52,18.10,997.03,56.60,135.96,Warning
627510,5.52,18.10,997.03,56.45,135.93,Warning
629530,5.35,18.09,997.03,56.40,135.97,Warning
631550,5.35,18.09,997.03,55.14,135.94,Warning
633570,5.35,18.09,997.03,54.62,135.92,Warning
635590,5.35,18.08,997.03,54.62,135.96,Warning
637610,5.35,18.08,997.02,54.97,135.97,Warning
639630,5.52,18.08,997.03,55.38,135.94,Warning
641652,5.52,18.08,997.03,55.63,135.96,Warning
643672,5.35,18.08,997.02,55.77,135.97,Warning
645692,5.52,18.07,997.02,55.95,135.97,Warning
647712,5.35,18.07,997.02,56.01,135.98,Warning
649732,5.35,18.07,997.03,56.05,135.97,Warning
651752,5.35,18.07,997.02,56.07,135.99,Warning
653772,5.35,18.07,997.02,56.07,135.97,Warning
655792,5.35,18.07,997.02,56.07,135.97,Warning
657812,5.52,18.07,997.02,56.11,135.97,Warning
659832,5.35,18.07,997.02,56.11,136.00,Warning
661852,5.52,18.07,997.02,56.16,135.98,Warning
663874,5.35,18.07,997.03,56.25,135.94,Warning
665894,5.52,18.07,997.03,56.28,135.94,Warning
667914,5.52,18.06,997.03,56.30,135.95,Warning
669934,5.52,18.06,997.03,56.33,135.95,Warning
671954,5.52,18.06,997.03,56.08,135.95,Warning
673974,5.52,18.07,997.03,55.93,135.94,Warning
675994,5.52,18.07,997.03,56.19,135.94,Warning
678014,5.52,18.07,997.03,56.14,135.94,Warning
680034,5.35,18.07,997.02,56.07,135.98,Warning
682054,5.52,18.06,997.02,56.01,136.00,Warning
684074,5.52,18.06,997.02,56.05,136.02,Warning
686096,5.52,18.06,997.02,56.08,136.03,Warning
688116,5.52,18.06,997.02,56.22,136.00,Warning
690136,5.52,18.06,997.02,56.31,136.03,Warning
692156,5.52,18.06,997.02,56.52,136.03,Warning
694176,5.52,18.06,997.02,56.59,136.04,Warning
696196,5.52,18.06,997.02,56.66,136.04,Warning
698216,5.52,18.06,997.02,56.65,136.04,Warning
700236,5.52,18.06,997.02,56.36,136.04,Warning
702256,5.52,18.06,997.01,56.03,136.07,Warning
704276,5.52,18.06,997.01,56.23,136.07,Warning
706296,5.52,18.06,997.01,56.07,136.09,Warning
708318,5.52,18.06,997.01,55.85,136.08,Warning
710338,5.52,18.05,997.01,55.51,136.09,Warning
712358,5.52,18.05,997.01,55.30,136.09,Warning
714378,5.52,18.05,997.01,55.33,136.07,Warning
716398,5.52,18.05,997.01,55.33,136.09,Warning
718418,5.52,18.05,997.01,55.03,136.11,Warning
720438,5.52,18.05,997.01,55.02,136.12,Warning
722458,5.52,18.05,997.01,55.27,136.09,Warning
724478,5.52,18.05,997.01,55.38,136.09,Warning
726498,5.52,18.05,997.01,55.44,136.09,Warning
728518,5.52,18.05,997.01,55.46,136.09,Warning
730540,5.52,18.05,997.01,55.44,136.10,Warning
732560,5.52,18.05,997.01,55.25,136.13,Warning
734580,5.52,18.06,997.01,55.39,136.12,Warning
736600,5.52,18.06,997.00,55.38,136.14,Warning
738620,5.52,18.06,997.00,55.59,136.21,Warning
740640,5.52,18.06,996.99,55.71,136.26,Warning
742660,5.52,18.06,996.99,55.79,136.25,Warning
744686,5.52,18.06,996.98,55.82,136.33,Warning
746706,5.52,18.06,996.98,55.85,136.35,Warning
748726,5.52,18.07,996.98,55.67,136.38,Warning
750746,5.52,18.07,996.97,55.70,136.43,Warning
752768,5.52,18.07,996.97,55.58,136.41,Warning
754788,5.52,18.08,996.97,55.70,136.40,Warning
756808,5.52,18.08,996.97,55.50,136.39,Warning
758828,5.52,18.08,996.98,55.53,136.39,Warning
760848,5.52,18.08,996.97,55.66,136.40,Warning
